issue,page_number,scan_rel_path,index,x0,y0,x1,y1,dpi,verdict,reason,inner_v,inner_h,gutters,gutter_share,line_span,lattice,glyph_share,glyph_of_ink,edge_fill,cells,filled_cells
1967_08,10,1967/08/IMG_0058_2R.tif,0,40,117,800,729,150,таблица,,11.0,2.0,5.0,0.079,0.033,1.0,0.0933,0.71,0.929,24.0,1.0
1967_08,10,1967/08/IMG_0058_2R.tif,1,412,924,798,1213,150,таблица,,4.0,2.0,0.0,0.0,0.088,1.0,0.0706,0.597,0.941,11.0,1.0
1967_08,11,1967/08/IMG_0059_1L.tif,0,36,782,482,1206,150,таблица,,6.0,1.0,4.0,0.374,0.061,1.0,0.0776,0.66,1.0,10.0,1.0
1967_08,13,1967/08/IMG_0060_1L.tif,0,55,850,791,1082,150,таблица,,3.0,2.0,15.0,0.302,0.046,1.0,0.0499,0.553,0.765,8.0,1.0
1967_08,97,1967/08/IMG_0102_1L.tif,0,98,194,746,524,150,нет,нет внутренних вертикальных линеек — это рамка вокруг текста,0.0,0.0,1.0,0.015,0.139,0.0,0.1643,0.919,0.0,1.0,1.0
1967_09,43,1967/09/IMG_0125_1L.tif,0,109,890,751,1146,150,таблица,,5.0,1.0,3.0,0.071,0.067,1.0,0.0744,0.686,1.0,8.0,1.0
1967_09,51,1967/09/IMG_0130_1L.tif,0,53,1002,480,1291,150,таблица,,2.0,3.0,1.0,0.026,0.084,1.0,0.0692,0.619,0.824,9.0,0.889
1967_09,52,1967/09/IMG_0130_2R.tif,0,379,923,801,1175,150,таблица,,2.0,2.0,2.0,0.131,0.078,1.0,0.0704,0.634,0.75,6.0,1.0
1967_09,54,1967/09/IMG_0131_2R.tif,0,375,258,795,592,150,таблица,,2.0,2.0,2.0,0.086,0.1,1.0,0.0923,0.72,0.75,6.0,1.0
1967_09,56,1967/09/IMG_0132_2R.tif,0,62,668,788,1028,150,таблица,,7.0,2.0,4.0,0.134,0.048,1.0,0.0606,0.629,0.815,13.0,1.0
1967_09,86,1967/09/IMG_0147_2R.tif,0,80,121,342,1413,150,таблица,,1.0,14.0,0.0,0.0,0.076,1.0,0.0766,0.667,0.839,14.0,1.0
1967_09,94,1967/09/IMG_0151_2R.tif,0,70,416,802,970,150,таблица,,6.0,2.0,1.0,0.018,0.061,1.0,0.0967,0.779,0.864,13.0,0.923
1967_10,3,1967/10/IMG_0004_2R.tif,0,386,275,840,574,150,нет,"одна вертикаль и всего 2 ячейки — это колонтитул, а не таблица",1.0,2.0,2.0,0.155,0.689,0.0,0.0535,0.286,0.714,2.0,0.5
1967_10,35,1967/10/IMG_0021_2R.tif,0,53,474,536,697,150,таблица,,7.0,2.0,5.0,0.166,0.072,1.0,0.0723,0.557,0.781,14.0,1.0
1967_10,36,1967/10/IMG_0022_1L.tif,0,350,161,825,510,150,таблица,,7.0,2.0,4.0,0.105,0.073,1.0,0.0545,0.522,0.562,9.0,1.0
1967_10,55,1967/10/IMG_0031_2R.tif,0,60,1015,540,1374,150,таблица,,4.0,2.0,2.0,0.044,0.054,1.0,0.1076,0.728,0.636,7.0,1.0
1967_10,56,1967/10/IMG_0032_1L.tif,0,350,653,824,994,150,таблица,,4.0,2.0,3.0,0.077,0.074,1.0,0.1004,0.71,0.636,7.0,1.0
1967_10,58,1967/10/IMG_0033_1L.tif,0,345,356,773,566,150,таблица,,4.0,4.0,3.0,0.092,0.075,1.0,0.0551,0.542,0.647,8.0,0.875
1967_11,34,1967/11/IMG_0069_1L.tif,0,44,151,786,603,150,таблица,,13.0,5.0,0.0,0.0,0.046,1.0,0.0609,0.609,0.695,20.0,1.0
1967_11,35,1967/11/IMG_0069_2R.tif,0,95,446,729,671,150,таблица,,7.0,2.0,3.0,0.067,0.063,1.0,0.0846,0.627,0.667,10.0,0.9
1967_11,36,1967/11/IMG_0070_1L.tif,0,130,733,696,1165,150,таблица,,3.0,2.0,3.0,0.1,0.058,1.0,0.0698,0.697,0.917,8.0,1.0
1967_11,37,1967/11/IMG_0070_2R.tif,0,96,198,731,454,150,таблица,,8.0,2.0,3.0,0.23,0.05,1.0,0.0652,0.569,0.852,15.0,0.933
1967_11,57,1967/11/IMG_0080_2R.tif,0,90,347,730,666,150,таблица,,9.0,3.0,1.0,0.035,0.053,1.0,0.0625,0.611,0.737,14.0,0.929
1967_11,57,1967/11/IMG_0080_2R.tif,1,88,807,727,1090,150,таблица,,6.0,2.0,1.0,0.025,0.063,1.0,0.0594,0.594,1.0,18.0,0.944
1967_11,58,1967/11/IMG_0081_1L.tif,0,45,164,780,965,150,таблица,,13.0,3.0,1.0,0.013,0.053,1.0,0.0685,0.658,0.78,23.0,1.0
1967_11,73,1967/11/IMG_0088_2R.tif,0,333,260,791,512,150,таблица,,4.0,1.0,2.0,0.071,0.129,1.0,0.0586,0.592,1.0,6.0,1.0
1967_11,73,1967/11/IMG_0088_2R.tif,1,334,772,786,1001,150,таблица,,3.0,2.0,1.0,0.042,0.092,1.0,0.0613,0.578,0.75,6.0,1.0
1967_11,90,1967/11/IMG_0097_1L.tif,0,100,636,726,946,150,таблица,,4.0,2.0,2.0,0.114,0.058,1.0,0.0599,0.619,0.824,9.0,1.0
1967_11,97,1967/11/IMG_0100_2R.tif,0,44,217,783,1306,150,нет,нет внутренних вертикальных линеек — это рамка вокруг текста,0.0,0.0,2.0,0.059,0.158,0.0,0.1209,0.936,0.0,1.0,1.0
1967_11,98,1967/11/IMG_0101_1L.tif,0,45,360,782,1164,150,нет,нет внутренних вертикальных линеек — это рамка вокруг текста,0.0,2.0,0.0,0.0,0.173,0.0,0.1552,0.937,0.0,1.0,1.0
1967_12,14,1967/12/IMG_0109_1L.tif,0,54,558,816,762,150,таблица,,7.0,2.0,11.0,0.335,0.041,1.0,0.0418,0.437,0.625,9.0,0.889
1967_12,57,1967/12/IMG_0130_2R.tif,0,98,588,738,791,150,таблица,,1.0,1.0,10.0,0.209,0.114,1.0,0.0732,0.662,1.0,4.0,1.0
1967_12,59,1967/12/IMG_0131_2R.tif,0,60,116,786,374,150,таблица,,3.0,1.0,3.0,0.052,0.072,1.0,0.0603,0.662,0.857,5.0,1.0
1967_12,61,1967/12/IMG_0132_2R.tif,0,49,148,793,730,150,таблица,,2.0,1.0,3.0,0.042,0.06,1.0,0.0821,0.815,1.0,4.0,1.0
1968_01,31,1968/01/IMG_0020_1L.tif,0,47,414,809,701,150,таблица,,6.0,3.0,6.0,0.133,0.038,1.0,0.0585,0.61,0.6,15.0,1.0
1968_01,75,1968/01/IMG_0042_1L.tif,0,64,1027,822,1226,150,таблица,,16.0,4.0,9.0,0.294,0.013,1.0,0.0701,0.505,0.539,26.0,0.769
1968_01,75,1968/01/IMG_0042_1L.tif,1,67,1279,823,1449,150,таблица,,10.0,4.0,4.0,0.161,0.013,1.0,0.0551,0.483,0.589,17.0,0.765
1968_02,7,1968/02/IMG_0059_1L.tif,0,61,861,815,1152,150,таблица,,3.0,2.0,6.0,0.103,0.067,1.0,0.071,0.64,0.75,6.0,1.0
1968_02,16,1968/02/IMG_0063_2R.tif,0,42,614,821,910,150,таблица,,8.0,4.0,2.0,0.053,0.047,1.0,0.0622,0.577,0.816,33.0,0.939
1968_02,67,1968/02/IMG_0089_1L.tif,0,56,474,818,676,150,таблица,,7.0,2.0,12.0,0.437,0.009,1.0,0.0188,0.286,0.784,16.0,0.438
1968_02,67,1968/02/IMG_0089_1L.tif,1,53,724,816,929,150,таблица,,7.0,2.0,12.0,0.519,0.008,1.0,0.0185,0.288,0.757,15.0,0.533
1968_02,69,1968/02/IMG_0090_1L.tif,0,37,874,834,1125,150,нет,"не таблица: рёбер на месте 47%, букв в краске 41%, колонок 21",21.0,10.0,4.0,0.136,0.064,1.0,0.0367,0.407,0.467,29.0,0.448
1968_02,76,1968/02/IMG_0093_2R.tif,0,201,327,677,552,150,нет,"не таблица: рёбер на месте 49%, букв в краске 7%, колонок 7",7.0,18.0,8.0,0.68,0.021,1.0,0.0126,0.071,0.488,14.0,0.214
1968_02,76,1968/02/IMG_0093_2R.tif,1,158,849,713,1076,150,таблица,,3.0,2.0,4.0,0.122,0.061,1.0,0.0646,0.617,0.765,8.0,1.0
1968_02,77,1968/02/IMG_0094_1L.tif,0,89,375,787,530,150,нет,"не таблица: рёбер на месте 45%, букв в краске 3%, колонок 6",6.0,11.0,7.0,0.917,0.011,1.0,0.0027,0.025,0.451,8.0,0.125
1968_02,77,1968/02/IMG_0094_1L.tif,1,68,658,826,977,150,нет,"не таблица: рёбер на месте 50%, букв в краске 11%, колонок 6",6.0,17.0,10.0,0.369,0.013,1.0,0.0104,0.114,0.504,27.0,0.185
1968_02,79,1968/02/IMG_0095_1L.tif,0,99,269,759,554,150,таблица,,5.0,30.0,2.0,0.106,0.083,1.0,0.0646,0.451,0.511,18.0,0.833
1968_02,86,1968/02/IMG_0098_2R.tif,0,82,824,780,1081,150,таблица,,3.0,2.0,9.0,0.306,0.056,1.0,0.058,0.584,1.0,12.0,1.0
1968_02,87,1968/02/IMG_0099_1L.tif,0,109,180,769,436,150,таблица,,2.0,2.0,2.0,0.036,0.064,1.0,0.0553,0.612,0.5,5.0,1.0
1968_02,88,1968/02/IMG_0099_2R.tif,0,44,177,824,492,150,таблица,,5.0,3.0,10.0,0.295,0.053,1.0,0.0566,0.629,0.625,10.0,1.0
1968_02,88,1968/02/IMG_0099_2R.tif,1,74,545,788,841,150,таблица,,2.0,2.0,2.0,0.045,0.052,1.0,0.0661,0.675,0.583,6.0,1.0
1968_03,12,1968/03/IMG_0110_1L.tif,0,71,237,837,502,150,таблица,,5.0,1.0,6.0,0.148,0.048,1.0,0.071,0.665,1.0,10.0,0.9
1968_03,15,1968/03/IMG_0111_2R.tif,0,120,568,768,836,150,таблица,,3.0,1.0,2.0,0.08,0.12,1.0,0.0694,0.651,1.0,6.0,0.833
1968_03,17,1968/03/IMG_0112_2R.tif,0,65,574,230,1065,150,нет,нет внутренних вертикальных линеек — это рамка вокруг текста,0.0,6.0,0.0,0.0,0.47,0.0,0.0979,0.679,1.0,1.0,1.0
1968_03,17,1968/03/IMG_0112_2R.tif,1,264,576,822,1048,150,нет,"не таблица: рёбер на месте 41%, букв в краске 52%, колонок 7",7.0,9.0,2.0,0.071,0.048,1.0,0.0444,0.521,0.409,9.0,0.889
1968_03,21,1968/03/IMG_0114_2R.tif,0,65,449,836,719,150,нет,"не таблица: рёбер на месте 65%, букв в краске 38%, колонок 25",25.0,6.0,7.0,0.119,0.036,1.0,0.0599,0.381,0.654,83.0,0.783
1968_03,22,1968/03/IMG_0115_1L.tif,0,64,596,826,954,150,таблица,,33.0,17.0,3.0,0.042,0.045,1.0,0.0622,0.305,0.8,293.0,0.468
1968_03,31,1968/03/IMG_0119_2R.tif,0,68,819,822,1044,150,таблица,,14.0,6.0,2.0,0.072,0.011,1.0,0.0765,0.554,0.477,20.0,1.0
1968_03,37,1968/03/IMG_0122_2R.tif,0,67,447,833,783,150,таблица,,10.0,1.0,7.0,0.33,0.013,1.0,0.0613,0.573,0.645,11.0,1.0
1968_03,38,1968/03/IMG_0123_1L.tif,0,65,1144,834,1432,150,таблица,,14.0,7.0,0.0,0.0,0.033,1.0,0.0889,0.624,0.702,29.0,1.0
1968_03,50,1968/03/IMG_0129_1L.tif,0,60,252,846,708,150,таблица,,5.0,2.0,4.0,0.077,0.052,1.0,0.0765,0.707,0.852,16.0,0.938
1968_03,59,1968/03/IMG_0133_2R.tif,0,398,821,805,1043,150,нет,"не таблица: рёбер на месте 32%, букв в краске 25%, колонок 3",3.0,10.0,1.0,0.042,0.028,1.0,0.0311,0.249,0.315,4.0,0.75
1968_03,60,1968/03/IMG_0134_1L.tif,0,97,516,558,886,150,нет,"не таблица: рёбер на месте 38%, букв в краске 25%, колонок 8",8.0,16.0,5.0,0.186,0.02,1.0,0.0239,0.249,0.384,4.0,1.0
1968_03,61,1968/03/IMG_0134_2R.tif,0,366,513,805,935,150,нет,"не таблица: рёбер на месте 34%, букв в краске 29%, колонок 9",9.0,22.0,0.0,0.0,0.023,1.0,0.0343,0.291,0.338,14.0,0.5
1968_03,67,1968/03/IMG_0137_2R.tif,0,134,477,768,710,150,таблица,,3.0,2.0,3.0,0.07,0.033,1.0,0.0544,0.573,0.765,8.0,1.0
1968_03,70,1968/03/IMG_0139_1L.tif,0,495,857,833,1237,150,таблица,,2.0,1.0,2.0,0.086,0.104,1.0,0.0833,0.661,1.0,6.0,1.0
1968_03,79,1968/03/IMG_0143_2R.tif,0,552,118,826,267,150,таблица,,1.0,1.0,1.0,0.106,0.124,1.0,0.0639,0.546,1.0,4.0,1.0
1968_03,79,1968/03/IMG_0143_2R.tif,1,72,407,443,612,150,таблица,,3.0,2.0,2.0,0.077,0.09,1.0,0.0766,0.626,0.75,6.0,1.0
1968_03,86,1968/03/IMG_0147_1L.tif,0,170,874,728,1082,150,таблица,,4.0,2.0,7.0,0.192,0.048,1.0,0.0661,0.591,0.824,10.0,0.9
1968_03,88,1968/03/IMG_0148_1L.tif,0,53,168,840,541,150,таблица,,2.0,1.0,2.0,0.047,0.09,1.0,0.0586,0.673,1.0,6.0,1.0
1968_03,93,1968/03/IMG_0150_2R.tif,0,73,905,820,1451,150,таблица,,6.0,4.0,4.0,0.08,0.046,1.0,0.0837,0.716,0.816,18.0,0.889
1968_04,21,1968/04/IMG_0014_1L.tif,0,82,115,817,443,150,таблица,,7.0,2.0,5.0,0.118,0.041,1.0,0.0708,0.659,1.0,18.0,0.944
1968_04,25,1968/04/IMG_0016_1L.tif,0,77,560,819,1001,150,таблица,,6.0,2.0,3.0,0.092,0.042,1.0,0.0755,0.664,0.875,18.0,0.944
1968_04,26,1968/04/IMG_0016_2R.tif,0,58,180,835,798,150,таблица,,11.0,4.0,3.0,0.049,0.04,1.0,0.0676,0.615,0.638,29.0,0.966
1968_04,27,1968/04/IMG_0017_1L.tif,0,70,284,820,584,150,таблица,,4.0,1.0,8.0,0.205,0.041,1.0,0.0587,0.64,1.0,10.0,1.0
1968_04,28,1968/04/IMG_0017_2R.tif,0,48,213,844,921,150,таблица,,8.0,7.0,5.0,0.154,0.04,1.0,0.0649,0.653,0.57,25.0,0.88
1968_04,34,1968/04/IMG_0020_2R.tif,0,51,353,839,517,150,таблица,,9.0,2.0,4.0,0.101,0.008,1.0,0.0452,0.479,0.852,14.0,0.929
1968_04,36,1968/04/IMG_0021_2R.tif,0,58,188,838,428,150,таблица,,11.0,4.0,3.0,0.108,0.01,1.0,0.0496,0.48,0.75,29.0,1.0
1968_04,37,1968/04/IMG_0022_1L.tif,0,155,101,797,1496,150,таблица,,5.0,10.0,6.0,0.266,0.017,1.0,0.0731,0.655,0.913,60.0,0.9
1968_04,38,1968/04/IMG_0022_2R.tif,0,85,120,626,1439,150,таблица,,6.0,19.0,6.0,0.172,0.02,1.0,0.0686,0.615,0.789,57.0,0.93
1968_04,71,1968/04/IMG_0039_1L.tif,0,66,812,833,1227,150,таблица,,12.0,2.0,4.0,0.078,0.044,1.0,0.0997,0.691,0.851,24.0,0.958
1968_05,53,1968/05/IMG_0079_2R.tif,0,266,730,485,881,150,нет,нет внутренних вертикальных линеек — это рамка вокруг текста,0.0,4.0,5.0,0.854,0.032,0.0,0.0109,0.073,0.5,1.0,1.0
1968_05,60,1968/05/IMG_0083_1L.tif,0,68,545,823,804,150,таблица,,6.0,3.0,7.0,0.222,0.042,1.0,0.0325,0.429,0.684,13.0,1.0
1968_05,61,1968/05/IMG_0083_2R.tif,0,54,123,836,554,150,таблица,,12.0,2.0,5.0,0.138,0.023,1.0,0.0442,0.564,0.703,16.0,1.0
1968_05,63,1968/05/IMG_0084_2R.tif,0,111,131,775,449,150,таблица,,3.0,1.0,8.0,0.164,0.075,1.0,0.0672,0.705,1.0,6.0,1.0
1968_05,64,1968/05/IMG_0085_1L.tif,0,59,604,839,873,150,таблица,,6.0,2.0,3.0,0.038,0.034,1.0,0.048,0.586,1.0,21.0,0.857
1968_05,65,1968/05/IMG_0085_2R.tif,0,64,125,827,778,150,таблица,,2.0,4.0,8.0,0.108,0.021,1.0,0.0501,0.699,0.864,12.0,1.0
1968_05,71,1968/05/IMG_0088_2R.tif,0,60,394,817,785,150,таблица,,6.0,1.0,2.0,0.056,0.058,1.0,0.0543,0.643,1.0,12.0,1.0
1968_05,71,1968/05/IMG_0088_2R.tif,1,66,1012,826,1274,150,таблица,,7.0,2.0,0.0,0.0,0.043,1.0,0.0478,0.595,1.0,15.0,1.0
1968_05,72,1968/05/IMG_0089_1L.tif,0,451,621,834,948,150,таблица,,7.0,4.0,0.0,0.0,0.07,1.0,0.0626,0.6,0.903,18.0,0.889
1968_05,72,1968/05/IMG_0089_1L.tif,1,456,1156,835,1430,150,таблица,,7.0,3.0,1.0,0.039,0.063,1.0,0.0782,0.652,1.0,15.0,1.0
1968_05,73,1968/05/IMG_0089_2R.tif,0,55,663,832,978,150,таблица,,16.0,8.0,0.0,0.0,0.027,1.0,0.0541,0.57,0.8,37.0,0.892
1968_05,74,1968/05/IMG_0090_1L.tif,0,65,146,833,411,150,таблица,,12.0,4.0,2.0,0.036,0.033,1.0,0.0466,0.523,0.776,21.0,0.81
1968_05,74,1968/05/IMG_0090_1L.tif,1,49,656,431,975,150,таблица,,4.0,3.0,1.0,0.033,0.089,1.0,0.0576,0.546,0.833,12.0,1.0
1968_05,77,1968/05/IMG_0091_2R.tif,0,59,389,828,566,150,таблица,,9.0,3.0,4.0,0.083,0.04,1.0,0.0765,0.676,0.556,14.0,1.0
1968_05,93,1968/05/IMG_0099_2R.tif,0,57,523,818,782,150,таблица,,5.0,3.0,6.0,0.212,0.032,1.0,0.0329,0.444,0.852,14.0,1.0
1968_06,6,1968/06/IMG_0105_2R.tif,0,66,91,815,543,150,таблица,,4.0,3.0,7.0,0.16,0.048,1.0,0.0711,0.699,0.708,9.0,0.889
1968_06,28,1968/06/IMG_0116_2R.tif,0,64,93,814,639,150,таблица,,5.0,1.0,2.0,0.037,0.051,1.0,0.0666,0.739,1.0,8.0,0.875
1968_06,29,1968/06/IMG_0117_1L.tif,0,56,119,820,358,150,таблица,,4.0,3.0,0.0,0.0,0.05,1.0,0.0603,0.589,0.613,13.0,0.846
1968_06,30,1968/06/IMG_0117_2R.tif,0,61,644,803,873,150,таблица,,7.0,2.0,4.0,0.102,0.051,1.0,0.0779,0.66,0.844,17.0,0.882
1968_06,38,1968/06/IMG_0122_2R.tif,0,66,454,812,1386,150,таблица,,6.0,9.0,3.0,0.069,0.081,1.0,0.0559,0.664,0.872,24.0,1.0
1968_06,39,1968/06/IMG_0123_1L.tif,0,153,406,721,890,150,таблица,,1.0,2.0,1.0,0.065,0.165,1.0,0.0881,0.781,0.857,5.0,1.0
1968_06,43,1968/06/IMG_0124_1_1L.tif,0,123,89,824,1411,150,таблица,,7.0,24.0,11.0,0.23,0.019,1.0,0.0584,0.587,0.701,62.0,0.984
1968_06,44,1968/06/IMG_0124_1_2R.tif,0,68,1185,809,1420,150,таблица,,4.0,2.0,3.0,0.056,0.04,1.0,0.0544,0.559,0.773,10.0,1.0
1968_06,47,1968/06/IMG_0126_1L.tif,0,55,168,825,568,150,таблица,,13.0,3.0,7.0,0.208,0.014,1.0,0.0632,0.594,0.609,22.0,1.0
1968_06,61,1968/06/IMG_0133_1L.tif,0,52,946,828,1399,150,таблица,,8.0,2.0,6.0,0.184,0.051,1.0,0.0755,0.715,0.727,10.0,0.9
1968_06,65,1968/06/IMG_0135_1L.tif,0,54,661,826,1199,150,таблица,,7.0,3.0,3.0,0.059,0.067,1.0,0.0613,0.629,0.889,23.0,1.0
1968_06,67,1968/06/IMG_0136_1L.tif,0,37,493,369,975,150,таблица,,5.0,3.0,3.0,0.127,0.13,1.0,0.0662,0.635,0.882,10.0,1.0
1968_06,79,1968/06/IMG_0142_1L.tif,0,55,538,823,941,150,таблица,,8.0,3.0,7.0,0.101,0.023,1.0,0.0537,0.628,0.947,22.0,0.864
1968_06,81,1968/06/IMG_0143_1L.tif,0,108,367,772,705,150,таблица,,7.0,4.0,2.0,0.037,0.041,1.0,0.0344,0.489,0.653,17.0,0.824
1968_06,81,1968/06/IMG_0143_1L.tif,1,51,802,829,1278,150,таблица,,17.0,6.0,0.0,0.0,0.021,1.0,0.0452,0.55,0.626,38.0,1.0
1968_06,82,1968/06/IMG_0143_2R.tif,0,64,552,814,1095,150,таблица,,8.0,6.0,10.0,0.305,0.021,1.0,0.0376,0.524,0.901,35.0,1.0
1968_06,83,1968/06/IMG_0144_1L.tif,0,47,201,826,748,150,таблица,,11.0,9.0,0.0,0.0,0.039,1.0,0.0683,0.679,0.768,37.0,0.946
1968_06,83,1968/06/IMG_0144_1L.tif,1,103,1227,767,1403,150,таблица,,3.0,1.0,2.0,0.227,0.072,1.0,0.0595,0.637,1.0,8.0,1.0
1968_06,85,1968/06/IMG_0145_1L.tif,0,40,884,830,1139,150,таблица,,13.0,5.0,1.0,0.034,0.025,1.0,0.0696,0.571,0.545,23.0,1.0
1968_07,23,1968/07/IMG_0014_2R.tif,0,38,578,838,811,150,таблица,,4.0,1.0,6.0,0.09,0.107,1.0,0.0846,0.689,1.0,10.0,1.0
1968_07,48,1968/07/IMG_0027_1L.tif,0,50,156,810,395,150,таблица,,2.0,2.0,4.0,0.309,0.058,1.0,0.0415,0.51,1.0,9.0,0.889
1968_07,63,1968/07/IMG_0034_2R.tif,0,56,948,812,1216,150,таблица,,9.0,2.0,7.0,0.134,0.028,1.0,0.0805,0.644,0.787,20.0,1.0
1968_07,67,1968/07/IMG_0036_2R.tif,0,90,281,784,810,150,нет,"не таблица: рёбер на месте 28%, букв в краске 23%, колонок 29",29.0,25.0,3.0,0.11,0.024,1.0,0.0263,0.23,0.28,35.0,0.543
1968_07,76,1968/07/IMG_0041_1L.tif,0,63,599,807,952,150,таблица,,8.0,12.0,3.0,0.131,0.019,1.0,0.0274,0.314,0.724,46.0,0.239
1968_09,80,1968/09/IMG_0143_2R.tif,0,442,771,814,1029,150,таблица,,2.0,1.0,1.0,0.031,0.07,1.0,0.079,0.651,1.0,6.0,1.0
1968_09,85,1968/09/IMG_0146_1L.tif,0,38,812,418,1100,150,таблица,,10.0,2.0,4.0,0.205,0.087,1.0,0.0819,0.599,0.778,13.0,1.0
1968_10,6,1968/10/IMG_0006_2R.tif,0,42,889,825,1206,150,таблица,,9.0,5.0,3.0,0.042,0.046,1.0,0.0674,0.574,0.816,34.0,0.971
1968_10,9,1968/10/IMG_0008_1L.tif,0,71,206,795,572,150,таблица,,11.0,3.0,0.0,0.0,0.055,1.0,0.077,0.636,0.692,20.0,0.9
1968_10,14,1968/10/IMG_0010_2R.tif,0,40,839,829,1433,150,таблица,,26.0,5.0,1.0,0.02,0.046,1.0,0.0506,0.519,0.597,39.0,0.333
1968_10,18,1968/10/IMG_0012_2R.tif,0,50,917,818,1430,150,таблица,,5.0,2.0,3.0,0.085,0.044,1.0,0.06,0.631,0.815,12.0,1.0
1968_10,62,1968/10/IMG_0034_2R.tif,0,39,866,824,1257,150,таблица,,7.0,1.0,5.0,0.159,0.047,1.0,0.0734,0.709,1.0,10.0,1.0
1968_12,20,1968/12/IMG_0113_2R.tif,0,65,156,796,375,150,таблица,,13.0,3.0,5.0,0.102,0.011,1.0,0.0506,0.521,0.6,24.0,1.0
1968_12,20,1968/12/IMG_0113_2R.tif,1,66,568,791,901,150,таблица,,18.0,10.0,2.0,0.037,0.047,1.0,0.0586,0.557,0.676,43.0,0.977
1968_12,36,1968/12/IMG_0121_2R.tif,0,167,879,685,1180,150,таблица,,3.0,2.0,4.0,0.221,0.046,1.0,0.0772,0.649,0.824,9.0,1.0
1968_12,70,1968/12/IMG_0138_2R.tif,0,124,616,736,912,150,нет,"не таблица: рёбер на месте 42%, букв в краске 7%, колонок 8",8.0,18.0,11.0,0.633,0.02,1.0,0.0115,0.069,0.42,14.0,0.286
1968_12,75,1968/12/IMG_0141_1L.tif,0,55,696,812,1281,150,таблица,,5.0,6.0,0.0,0.0,0.071,1.0,0.0735,0.677,0.897,31.0,0.903
1968_12,76,1968/12/IMG_0141_2R.tif,0,63,324,793,690,150,таблица,,5.0,3.0,0.0,0.0,0.045,1.0,0.0793,0.662,0.868,19.0,1.0
1969_01,15,1969/01/IMG_0011_1L.tif,0,46,181,834,500,150,таблица,,12.0,3.0,7.0,0.119,0.034,1.0,0.1005,0.671,0.55,16.0,1.0
1969_01,16,1969/01/IMG_0011_2R.tif,0,121,101,810,1479,150,таблица,,7.0,41.0,7.0,0.226,0.016,1.0,0.0469,0.632,0.561,25.0,1.0
1969_01,17,1969/01/IMG_0012_1L.tif,0,64,740,818,1341,150,таблица,,25.0,3.0,0.0,0.0,0.034,1.0,0.0808,0.693,0.54,17.0,0.882
1969_01,22,1969/01/IMG_0014_2R.tif,0,42,453,833,604,150,таблица,,8.0,1.0,6.0,0.086,0.042,1.0,0.0647,0.604,1.0,18.0,1.0
1969_01,23,1969/01/IMG_0015_1L.tif,0,71,183,812,646,150,таблица,,4.0,1.0,0.0,0.0,0.059,1.0,0.0784,0.789,1.0,6.0,0.833
1969_01,31,1969/01/IMG_0019_1L.tif,0,69,252,813,551,150,таблица,,15.0,5.0,5.0,0.096,0.054,1.0,0.072,0.631,0.659,29.0,1.0
1969_01,41,1969/01/IMG_0024_1L.tif,0,70,357,818,710,150,таблица,,5.0,2.0,8.0,0.133,0.023,1.0,0.0814,0.702,0.63,10.0,1.0
1969_01,44,1969/01/IMG_0025_2R.tif,0,48,680,827,828,150,таблица,,3.0,1.0,11.0,0.409,0.023,1.0,0.0241,0.372,1.0,6.0,1.0
1969_01,44,1969/01/IMG_0025_2R.tif,1,50,939,832,1431,150,таблица,,9.0,5.0,0.0,0.0,0.043,1.0,0.0614,0.643,0.667,25.0,0.84
1969_01,45,1969/01/IMG_0026_1L.tif,0,70,190,820,572,150,таблица,,6.0,3.0,3.0,0.073,0.035,1.0,0.0613,0.605,0.689,15.0,0.867
1969_01,46,1969/01/IMG_0026_2R.tif,0,55,131,819,649,150,таблица,,2.0,2.0,1.0,0.013,0.088,1.0,0.0723,0.753,1.0,9.0,0.889
1969_01,77,1969/01/IMG_0042_1L.tif,0,165,989,723,1241,150,таблица,,1.0,1.0,0.0,0.0,0.26,1.0,0.1013,0.76,1.0,4.0,1.0
1969_01,82,1969/01/IMG_0044_2R.tif,0,43,116,838,817,150,таблица,,16.0,4.0,0.0,0.0,0.034,1.0,0.0603,0.642,0.606,25.0,0.88
1969_01,83,1969/01/IMG_0045_1L.tif,0,65,531,815,922,150,таблица,,6.0,2.0,7.0,0.127,0.033,1.0,0.0481,0.617,0.773,10.0,0.9
1969_01,85,1969/01/IMG_0046_1L.tif,0,73,133,811,1049,150,таблица,,12.0,2.0,1.0,0.023,0.045,1.0,0.0436,0.59,0.784,16.0,1.0
1969_02,14,1969/02/IMG_0060_2R.tif,0,52,150,820,497,150,таблица,,3.0,1.0,2.0,0.025,0.056,1.0,0.0739,0.722,1.0,8.0,1.0
1969_02,18,1969/02/IMG_0062_2R.tif,0,52,313,814,708,150,таблица,,17.0,5.0,3.0,0.043,0.046,1.0,0.0786,0.679,0.791,27.0,1.0
1969_02,19,1969/02/IMG_0063_1L.tif,0,56,127,811,510,150,таблица,,5.0,3.0,6.0,0.122,0.048,1.0,0.0679,0.665,0.806,15.0,1.0
1969_02,26,1969/02/IMG_0066_2R.tif,0,48,264,822,1000,150,таблица,,11.0,7.0,0.0,0.0,0.057,1.0,0.0395,0.514,0.5,19.0,0.316
1969_02,27,1969/02/IMG_0067_1L.tif,0,64,213,814,548,150,таблица,,10.0,3.0,4.0,0.066,0.019,1.0,0.0332,0.43,0.564,19.0,0.316
