issue,page_number,scan_rel_path,index,x0,y0,x1,y1,dpi,verdict,reason,inner_v,inner_h,gutters,gutter_share,line_span,lattice,glyph_share,glyph_of_ink,edge_fill,cells,filled_cells
1967_07,2,1967/07/IMG_0004_2R.jpg,0,37,808,396,1392,150,нет,нет внутренних вертикальных линеек — это рамка вокруг текста,0.0,0.0,1.0,0.109,0.201,0.0,0.1714,0.919,0.0,1.0,1.0
1967_07,2,1967/07/IMG_0004_2R.jpg,1,478,811,834,1393,150,нет,нет внутренних вертикальных линеек — это рамка вокруг текста,0.0,0.0,1.0,0.107,0.296,0.0,0.1434,0.912,0.0,1.0,1.0
1967_07,69,1967/07/IMG_0038_1L.jpg,0,76,108,814,508,150,таблица,,4.0,2.0,2.0,0.039,0.056,1.0,0.0914,0.717,0.682,9.0,0.889
1967_07,73,1967/07/IMG_0040_1L.jpg,0,96,87,1407,806,150,таблица,,31.0,14.0,4.0,0.055,0.018,1.0,0.04,0.406,0.805,164.0,0.567
1967_07,82,1967/07/IMG_0044_2R.jpg,0,59,894,382,1094,150,таблица,,4.0,2.0,4.0,0.185,0.068,1.0,0.0919,0.58,0.818,13.0,0.846
1967_07,89,1967/07/IMG_0048(1)_1L.jpg,0,49,710,824,1064,150,таблица,,5.0,3.0,2.0,0.028,0.057,1.0,0.0786,0.648,0.816,18.0,1.0
1967_08,3,1967/08/IMG_0055_1L.jpg,0,56,279,790,670,150,таблица,,3.0,2.0,3.0,0.052,0.057,1.0,0.07,0.672,0.824,9.0,0.889
1967_08,10,1967/08/IMG_0058_2R.jpg,0,40,117,800,729,150,таблица,,10.0,2.0,6.0,0.098,0.034,1.0,0.1142,0.719,0.952,25.0,1.0
1967_08,10,1967/08/IMG_0058_2R.jpg,1,412,923,798,1213,150,таблица,,4.0,2.0,0.0,0.0,0.088,1.0,0.0862,0.592,0.941,11.0,1.0
1967_08,11,1967/08/IMG_0059_1L.jpg,0,35,782,482,1206,150,таблица,,6.0,1.0,4.0,0.363,0.06,1.0,0.0959,0.667,1.0,10.0,1.0
1967_08,13,1967/08/IMG_0060_1L.jpg,0,55,849,792,1082,150,таблица,,3.0,2.0,15.0,0.286,0.047,1.0,0.0633,0.588,0.765,8.0,1.0
1967_08,97,1967/08/IMG_0102_1L.jpg,0,98,193,746,525,150,нет,нет внутренних вертикальных линеек — это рамка вокруг текста,0.0,0.0,1.0,0.015,0.152,0.0,0.1848,0.903,0.0,1.0,1.0
1967_09,43,1967/09/IMG_0125_1L.jpg,0,109,889,751,1146,150,таблица,,4.0,1.0,3.0,0.062,0.068,1.0,0.0923,0.69,1.0,8.0,1.0
1967_09,51,1967/09/IMG_0130_1L.jpg,0,52,1001,480,1291,150,таблица,,2.0,3.0,2.0,0.063,0.1,1.0,0.0861,0.622,0.882,10.0,0.9
1967_09,52,1967/09/IMG_0130_2R.jpg,0,378,923,801,1175,150,таблица,,2.0,2.0,2.0,0.131,0.099,1.0,0.0932,0.655,0.75,6.0,1.0
1967_09,54,1967/09/IMG_0131_2R.jpg,0,375,258,795,592,150,таблица,,2.0,2.0,2.0,0.086,0.102,1.0,0.1147,0.738,0.75,6.0,1.0
1967_09,56,1967/09/IMG_0132_2R.jpg,0,62,668,789,1028,150,таблица,,6.0,2.0,4.0,0.13,0.05,1.0,0.0751,0.643,0.815,13.0,1.0
1967_09,86,1967/09/IMG_0147_2R.jpg,0,80,121,342,1413,150,таблица,,1.0,14.0,0.0,0.0,0.076,1.0,0.0937,0.68,0.871,14.0,1.0
1967_09,94,1967/09/IMG_0151_2R.jpg,0,70,416,802,970,150,таблица,,5.0,2.0,1.0,0.016,0.055,1.0,0.1184,0.789,0.864,13.0,0.923
1967_10,3,1967/10/IMG_0004_2R.jpg,0,386,275,840,579,150,нет,"не таблица: рёбер на месте 57%, букв в краске 29%, колонок 2",2.0,1.0,2.0,0.153,0.689,1.0,0.0572,0.285,0.571,2.0,0.5
1967_10,35,1967/10/IMG_0021_2R.jpg,0,53,473,537,697,150,таблица,,6.0,2.0,3.0,0.156,0.074,1.0,0.0872,0.537,0.781,14.0,1.0
1967_10,36,1967/10/IMG_0022_1L.jpg,0,350,161,826,510,150,таблица,,6.0,2.0,4.0,0.126,0.074,1.0,0.0663,0.525,0.562,9.0,1.0
1967_10,55,1967/10/IMG_0031_2R.jpg,0,60,1015,540,1374,150,таблица,,4.0,2.0,1.0,0.023,0.054,1.0,0.1325,0.736,0.636,7.0,1.0
1967_10,56,1967/10/IMG_0032_1L.jpg,0,350,653,824,994,150,таблица,,4.0,2.0,3.0,0.073,0.074,1.0,0.1238,0.723,0.636,7.0,1.0
1967_10,58,1967/10/IMG_0033_1L.jpg,0,345,356,817,566,150,таблица,,4.0,3.0,4.0,0.104,0.076,1.0,0.0679,0.546,0.636,10.0,0.9
1967_11,34,1967/11/IMG_0069_1L.jpg,0,44,151,787,603,150,таблица,,13.0,5.0,0.0,0.0,0.047,1.0,0.076,0.621,0.695,20.0,1.0
1967_11,35,1967/11/IMG_0069_2R.jpg,0,95,446,729,671,150,таблица,,7.0,2.0,3.0,0.063,0.065,1.0,0.1059,0.637,0.667,10.0,0.9
1967_11,36,1967/11/IMG_0070_1L.jpg,0,130,733,697,1165,150,таблица,,2.0,2.0,3.0,0.089,0.059,1.0,0.0883,0.704,0.917,8.0,1.0
1967_11,37,1967/11/IMG_0070_2R.jpg,0,96,198,731,454,150,таблица,,7.0,2.0,3.0,0.228,0.053,1.0,0.0824,0.586,0.852,15.0,0.933
1967_11,57,1967/11/IMG_0080_2R.jpg,0,90,347,730,666,150,таблица,,8.0,3.0,1.0,0.035,0.053,1.0,0.08,0.625,0.737,14.0,0.929
1967_11,57,1967/11/IMG_0080_2R.jpg,1,88,807,727,1090,150,таблица,,5.0,2.0,1.0,0.024,0.066,1.0,0.0759,0.601,1.0,18.0,0.944
1967_11,58,1967/11/IMG_0081_1L.jpg,0,45,164,781,965,150,таблица,,11.0,3.0,2.0,0.029,0.053,1.0,0.0863,0.661,0.78,23.0,1.0
1967_11,73,1967/11/IMG_0088_2R.jpg,0,333,260,791,512,150,таблица,,4.0,1.0,2.0,0.068,0.129,1.0,0.0766,0.616,1.0,6.0,1.0
1967_11,73,1967/11/IMG_0088_2R.jpg,1,334,772,787,1001,150,таблица,,3.0,2.0,1.0,0.037,0.094,1.0,0.0798,0.596,0.75,6.0,1.0
1967_11,90,1967/11/IMG_0097_1L.jpg,0,100,636,726,946,150,таблица,,4.0,2.0,2.0,0.112,0.056,1.0,0.0772,0.63,0.824,9.0,1.0
1967_11,97,1967/11/IMG_0100_2R.jpg,0,44,217,784,1306,150,нет,нет внутренних вертикальных линеек — это рамка вокруг текста,0.0,0.0,2.0,0.072,0.177,0.0,0.1417,0.934,0.0,1.0,1.0
1967_11,98,1967/11/IMG_0101_1L.jpg,0,44,360,782,1164,150,нет,нет внутренних вертикальных линеек — это рамка вокруг текста,0.0,2.0,0.0,0.0,0.186,0.0,0.1771,0.933,0.0,1.0,1.0
1967_12,14,1967/12/IMG_0109_1L.jpg,0,54,558,818,763,150,таблица,,7.0,2.0,10.0,0.33,0.042,1.0,0.0511,0.439,0.625,9.0,0.889
1967_12,57,1967/12/IMG_0130_2R.jpg,0,98,587,738,791,150,таблица,,1.0,1.0,9.0,0.201,0.121,1.0,0.0903,0.673,1.0,4.0,1.0
1967_12,59,1967/12/IMG_0131_2R.jpg,0,60,116,786,375,150,таблица,,3.0,1.0,2.0,0.035,0.069,1.0,0.0812,0.704,1.0,6.0,1.0
1967_12,61,1967/12/IMG_0132_2R.jpg,0,49,148,793,730,150,таблица,,2.0,1.0,1.0,0.016,0.019,1.0,0.1019,0.83,1.0,4.0,1.0
1968_01,31,1968/01/IMG_0020_1L.jpg,0,45,96,841,798,150,таблица,,7.0,5.0,0.0,0.0,0.062,1.0,0.117,0.825,0.549,12.0,0.833
1968_01,75,1968/01/IMG_0042_1L.jpg,0,63,1026,822,1226,150,таблица,,16.0,4.0,9.0,0.29,0.012,1.0,0.0901,0.523,0.539,26.0,0.769
1968_01,75,1968/01/IMG_0042_1L.jpg,1,64,1278,823,1449,150,таблица,,10.0,4.0,4.0,0.159,0.014,1.0,0.0714,0.493,0.589,17.0,0.765
1968_02,7,1968/02/IMG_0059_1L.jpg,0,60,861,815,1152,150,таблица,,3.0,2.0,6.0,0.092,0.061,1.0,0.0879,0.66,0.75,6.0,1.0
1968_02,16,1968/02/IMG_0063_2R.jpg,0,42,614,822,910,150,таблица,,8.0,4.0,2.0,0.052,0.056,1.0,0.0776,0.588,0.816,33.0,0.939
1968_02,67,1968/02/IMG_0089_1L.jpg,0,55,474,818,677,150,таблица,,7.0,2.0,12.0,0.424,0.01,1.0,0.0236,0.299,0.784,16.0,0.562
1968_02,67,1968/02/IMG_0089_1L.jpg,1,53,723,817,930,150,таблица,,7.0,2.0,11.0,0.489,0.008,1.0,0.0222,0.281,0.757,15.0,0.533
1968_02,69,1968/02/IMG_0090_1L.jpg,0,37,873,834,1125,150,таблица,,21.0,10.0,3.0,0.105,0.082,1.0,0.0477,0.432,0.467,29.0,0.448
1968_02,76,1968/02/IMG_0093_2R.jpg,0,201,327,677,554,150,нет,"не таблица: рёбер на месте 50%, букв в краске 7%, колонок 7",7.0,19.0,5.0,0.729,0.021,1.0,0.0155,0.073,0.5,16.0,0.062
1968_02,76,1968/02/IMG_0093_2R.jpg,1,158,849,714,1076,150,таблица,,3.0,2.0,4.0,0.12,0.063,1.0,0.0805,0.634,0.765,8.0,1.0
1968_02,77,1968/02/IMG_0094_1L.jpg,0,89,375,788,531,150,нет,"не таблица: рёбер на месте 54%, букв в краске 3%, колонок 6",6.0,10.0,7.0,0.922,0.014,1.0,0.0032,0.026,0.536,15.0,0.333
1968_02,77,1968/02/IMG_0094_1L.jpg,1,68,656,828,977,150,нет,"не таблица: рёбер на месте 45%, букв в краске 12%, колонок 7",7.0,17.0,3.0,0.112,0.013,1.0,0.0137,0.122,0.446,19.0,0.053
1968_02,79,1968/02/IMG_0095_1L.jpg,0,80,269,759,554,150,таблица,,6.0,32.0,5.0,0.114,0.082,1.0,0.0799,0.454,0.587,29.0,0.552
1968_02,86,1968/02/IMG_0098_2R.jpg,0,82,824,781,1081,150,таблица,,3.0,2.0,9.0,0.301,0.056,1.0,0.0739,0.598,1.0,12.0,1.0
1968_02,87,1968/02/IMG_0099_1L.jpg,0,109,179,769,436,150,таблица,,2.0,2.0,2.0,0.033,0.029,1.0,0.0713,0.626,0.5,5.0,1.0
1968_02,88,1968/02/IMG_0099_2R.jpg,0,44,177,824,493,150,таблица,,5.0,3.0,9.0,0.276,0.051,1.0,0.0728,0.647,0.625,10.0,1.0
1968_02,88,1968/02/IMG_0099_2R.jpg,1,74,544,788,841,150,таблица,,2.0,2.0,2.0,0.041,0.043,1.0,0.0825,0.682,0.583,6.0,1.0
1968_03,6,1968/03/IMG_0107_1L.jpg,0,120,127,766,785,150,таблица,,2.0,7.0,6.0,0.125,0.06,1.0,0.1151,0.787,0.593,7.0,1.0
1968_03,12,1968/03/IMG_0110_1L.jpg,0,70,237,837,502,150,таблица,,4.0,1.0,6.0,0.142,0.047,1.0,0.0896,0.675,1.0,10.0,0.9
1968_03,15,1968/03/IMG_0111_2R.jpg,0,120,568,769,836,150,таблица,,3.0,1.0,2.0,0.077,0.122,1.0,0.0864,0.663,1.0,6.0,0.833
1968_03,17,1968/03/IMG_0112_2R.jpg,0,65,574,230,1065,150,нет,нет внутренних вертикальных линеек — это рамка вокруг текста,0.0,6.0,0.0,0.0,0.485,0.0,0.1229,0.692,1.0,1.0,1.0
1968_03,17,1968/03/IMG_0112_2R.jpg,1,264,576,823,1048,150,нет,"не таблица: рёбер на месте 42%, букв в краске 51%, колонок 7",7.0,8.0,2.0,0.068,0.057,1.0,0.0532,0.512,0.418,9.0,0.889
1968_03,21,1968/03/IMG_0114_2R.jpg,0,65,449,836,719,150,таблица,,24.0,6.0,6.0,0.1,0.029,1.0,0.0727,0.379,0.736,93.0,0.677
1968_03,22,1968/03/IMG_0115_1L.jpg,0,64,596,827,955,150,таблица,,33.0,11.0,3.0,0.041,0.047,1.0,0.0725,0.299,0.815,297.0,0.448
1968_03,31,1968/03/IMG_0119_2R.jpg,0,68,818,823,1044,150,таблица,,14.0,6.0,5.0,0.165,0.012,1.0,0.0925,0.541,0.477,20.0,1.0
1968_03,37,1968/03/IMG_0122_2R.jpg,0,67,447,834,783,150,таблица,,10.0,1.0,7.0,0.317,0.012,1.0,0.0819,0.601,0.645,11.0,1.0
1968_03,38,1968/03/IMG_0123_1L.jpg,0,64,1144,834,1432,150,таблица,,13.0,5.0,1.0,0.025,0.044,1.0,0.1122,0.633,0.702,29.0,1.0
1968_03,50,1968/03/IMG_0129_1L.jpg,0,60,252,847,708,150,таблица,,5.0,2.0,3.0,0.062,0.055,1.0,0.0997,0.723,0.852,16.0,0.938
1968_03,59,1968/03/IMG_0133_2R.jpg,0,398,821,805,1043,150,нет,"не таблица: рёбер на месте 32%, букв в краске 25%, колонок 3",3.0,10.0,1.0,0.025,0.029,1.0,0.0374,0.246,0.315,4.0,0.75
1968_03,60,1968/03/IMG_0134_1L.jpg,0,95,516,558,886,150,нет,"не таблица: рёбер на месте 40%, букв в краске 26%, колонок 7",7.0,16.0,3.0,0.12,0.022,1.0,0.0299,0.256,0.401,13.0,0.308
1968_03,61,1968/03/IMG_0134_2R.jpg,0,366,512,806,935,150,нет,"не таблица: рёбер на месте 34%, букв в краске 28%, колонок 9",9.0,22.0,0.0,0.0,0.024,1.0,0.0403,0.281,0.342,14.0,0.5
1968_03,67,1968/03/IMG_0137_2R.jpg,0,134,476,769,711,150,таблица,,3.0,2.0,2.0,0.055,0.024,1.0,0.069,0.579,0.765,8.0,1.0
1968_03,70,1968/03/IMG_0139_1L.jpg,0,495,856,833,1237,150,таблица,,2.0,1.0,2.0,0.086,0.107,1.0,0.1018,0.67,1.0,6.0,1.0
1968_03,79,1968/03/IMG_0143_2R.jpg,0,552,117,826,267,150,таблица,,1.0,1.0,1.0,0.106,0.128,1.0,0.0804,0.548,1.0,4.0,1.0
1968_03,79,1968/03/IMG_0143_2R.jpg,1,72,406,443,612,150,таблица,,3.0,2.0,2.0,0.077,0.094,1.0,0.0934,0.632,0.75,6.0,1.0
1968_03,86,1968/03/IMG_0147_1L.jpg,0,170,872,728,1082,150,таблица,,3.0,2.0,7.0,0.184,0.048,1.0,0.078,0.586,0.824,10.0,0.9
1968_03,88,1968/03/IMG_0148_1L.jpg,0,53,168,841,541,150,таблица,,2.0,1.0,2.0,0.059,0.098,1.0,0.0716,0.673,1.0,6.0,1.0
1968_03,93,1968/03/IMG_0150_2R.jpg,0,73,904,820,1451,150,таблица,,5.0,3.0,4.0,0.076,0.046,1.0,0.1042,0.727,0.816,18.0,0.889
1968_04,21,1968/04/IMG_0014_1L.jpg,0,81,114,817,443,150,таблица,,6.0,2.0,6.0,0.128,0.042,1.0,0.0852,0.649,1.0,18.0,1.0
1968_04,25,1968/04/IMG_0016_1L.jpg,0,76,560,819,1004,150,таблица,,6.0,2.0,3.0,0.086,0.042,1.0,0.0923,0.672,0.875,18.0,0.944
1968_04,26,1968/04/IMG_0016_2R.jpg,0,57,180,836,798,150,таблица,,10.0,4.0,3.0,0.047,0.041,1.0,0.0839,0.619,0.638,29.0,0.966
1968_04,27,1968/04/IMG_0017_1L.jpg,0,70,284,820,584,150,таблица,,4.0,1.0,8.0,0.201,0.043,1.0,0.0712,0.646,1.0,10.0,1.0
1968_04,28,1968/04/IMG_0017_2R.jpg,0,48,213,845,921,150,таблица,,8.0,7.0,5.0,0.148,0.04,1.0,0.0817,0.666,0.57,25.0,0.88
1968_04,34,1968/04/IMG_0020_2R.jpg,0,51,353,839,517,150,таблица,,6.0,2.0,4.0,0.1,0.01,1.0,0.0547,0.474,0.963,17.0,0.941
1968_04,36,1968/04/IMG_0021_2R.jpg,0,57,188,838,428,150,таблица,,8.0,4.0,3.0,0.104,0.012,1.0,0.0608,0.487,0.75,29.0,1.0
1968_04,37,1968/04/IMG_0022_1L.jpg,0,74,155,1469,797,150,таблица,,9.0,5.0,3.0,0.034,0.058,1.0,0.091,0.67,0.913,50.0,1.0
1968_04,38,1968/04/IMG_0022_2R.jpg,0,130,85,1450,626,150,таблица,,15.0,6.0,2.0,0.02,0.047,1.0,0.0858,0.631,0.821,47.0,1.0
1968_04,39,1968/04/IMG_0023_1L.jpg,0,199,115,1431,599,150,нет,"не таблица: рёбер на месте 33%, букв в краске 39%, колонок 12",12.0,30.0,10.0,0.465,0.002,1.0,0.0362,0.388,0.329,26.0,0.692
1968_04,40,1968/04/IMG_0023_2R.jpg,0,241,98,1416,599,150,таблица,,18.0,12.0,6.0,0.118,0.003,1.0,0.0524,0.548,0.257,18.0,0.833
1968_04,71,1968/04/IMG_0039_1L.jpg,0,65,812,834,1227,150,таблица,,11.0,2.0,4.0,0.074,0.046,1.0,0.12,0.69,0.851,24.0,0.958
1968_05,55,1968/05/IMG_0080_2R.jpg,0,376,422,840,1175,150,таблица,,6.0,6.0,3.0,0.084,0.041,1.0,0.0128,0.203,0.741,25.0,0.36
1968_05,60,1968/05/IMG_0083_1L.jpg,0,67,545,823,804,150,таблица,,5.0,3.0,4.0,0.174,0.044,1.0,0.0433,0.449,0.684,13.0,1.0
1968_05,61,1968/05/IMG_0083_2R.jpg,0,54,122,836,555,150,таблица,,10.0,2.0,5.0,0.136,0.024,1.0,0.0556,0.559,0.703,16.0,1.0
1968_05,63,1968/05/IMG_0084_2R.jpg,0,110,131,775,449,150,таблица,,2.0,1.0,8.0,0.157,0.077,1.0,0.0855,0.718,1.0,6.0,1.0
1968_05,64,1968/05/IMG_0085_1L.jpg,0,58,604,840,873,150,таблица,,6.0,2.0,3.0,0.038,0.035,1.0,0.0566,0.538,1.0,21.0,0.905
1968_05,65,1968/05/IMG_0085_2R.jpg,0,63,125,828,778,150,таблица,,2.0,4.0,6.0,0.077,0.012,1.0,0.0622,0.686,0.864,12.0,1.0
1968_05,71,1968/05/IMG_0088_2R.jpg,0,60,394,817,785,150,таблица,,5.0,1.0,2.0,0.054,0.061,1.0,0.0711,0.657,1.0,12.0,1.0
1968_05,71,1968/05/IMG_0088_2R.jpg,1,65,1012,826,1274,150,таблица,,5.0,2.0,0.0,0.0,0.047,1.0,0.0617,0.596,1.0,15.0,1.0
1968_05,72,1968/05/IMG_0089_1L.jpg,0,62,133,818,457,150,таблица,,14.0,4.0,0.0,0.0,0.045,1.0,0.0777,0.622,0.898,32.0,1.0
1968_05,72,1968/05/IMG_0089_1L.jpg,1,450,621,834,948,150,таблица,,8.0,4.0,0.0,0.0,0.07,1.0,0.0807,0.624,0.903,18.0,0.944
1968_05,72,1968/05/IMG_0089_1L.jpg,2,456,1156,835,1430,150,таблица,,6.0,3.0,1.0,0.036,0.074,1.0,0.0992,0.669,1.0,15.0,1.0
1968_05,73,1968/05/IMG_0089_2R.jpg,0,54,662,833,978,150,таблица,,14.0,6.0,0.0,0.0,0.028,1.0,0.0691,0.593,0.8,37.0,0.892
1968_05,74,1968/05/IMG_0090_1L.jpg,0,64,146,833,411,150,таблица,,12.0,4.0,2.0,0.042,0.035,1.0,0.0599,0.532,0.776,21.0,0.952
1968_05,74,1968/05/IMG_0090_1L.jpg,1,49,656,431,976,150,таблица,,3.0,3.0,1.0,0.027,0.093,1.0,0.0762,0.577,0.833,12.0,1.0
1968_05,77,1968/05/IMG_0091_2R.jpg,0,56,389,828,567,150,таблица,,6.0,3.0,3.0,0.066,0.047,1.0,0.0942,0.649,0.556,14.0,1.0
1968_05,93,1968/05/IMG_0099_2R.jpg,0,57,523,818,782,150,таблица,,5.0,3.0,5.0,0.195,0.034,1.0,0.0432,0.47,0.889,15.0,1.0
1968_06,6,1968/06/IMG_0105_2R.jpg,0,65,91,816,543,150,таблица,,3.0,3.0,7.0,0.152,0.047,1.0,0.0895,0.711,0.708,9.0,0.889
1968_06,28,1968/06/IMG_0116_2R.jpg,0,64,93,814,639,150,таблица,,3.0,1.0,3.0,0.068,0.052,1.0,0.0852,0.752,1.0,8.0,0.875
1968_06,29,1968/06/IMG_0117_1L.jpg,0,55,119,820,358,150,таблица,,4.0,3.0,0.0,0.0,0.044,1.0,0.076,0.597,0.613,13.0,0.846
1968_06,30,1968/06/IMG_0117_2R.jpg,0,60,644,804,873,150,таблица,,6.0,2.0,4.0,0.099,0.052,1.0,0.0967,0.673,0.844,17.0,0.882
1968_06,38,1968/06/IMG_0122_2R.jpg,0,65,453,812,1386,150,таблица,,5.0,9.0,3.0,0.06,0.122,1.0,0.0725,0.684,0.872,24.0,1.0
1968_06,39,1968/06/IMG_0123_1L.jpg,0,153,405,721,890,150,таблица,,1.0,2.0,1.0,0.065,0.174,1.0,0.1112,0.789,0.857,5.0,1.0
1968_06,43,1968/06/IMG_0124_1_1L.jpg,0,127,123,1450,824,150,таблица,,20.0,7.0,2.0,0.028,0.022,1.0,0.0733,0.594,0.701,56.0,0.964
1968_06,44,1968/06/IMG_0124_1_2R.jpg,0,68,1184,810,1420,150,таблица,,4.0,2.0,2.0,0.04,0.042,1.0,0.0687,0.583,0.773,10.0,1.0
1968_06,47,1968/06/IMG_0126_1L.jpg,0,55,168,825,568,150,таблица,,12.0,3.0,7.0,0.201,0.013,1.0,0.0822,0.609,0.609,22.0,1.0
1968_06,61,1968/06/IMG_0133_1L.jpg,0,52,946,828,1399,150,таблица,,6.0,2.0,5.0,0.199,0.052,1.0,0.093,0.714,0.727,10.0,0.9
1968_06,65,1968/06/IMG_0135_1L.jpg,0,53,660,826,1199,150,таблица,,6.0,3.0,1.0,0.033,0.067,1.0,0.0753,0.643,0.889,23.0,1.0
1968_06,67,1968/06/IMG_0136_1L.jpg,0,36,492,370,975,150,таблица,,4.0,3.0,2.0,0.094,0.135,1.0,0.0866,0.666,0.882,10.0,1.0
1968_06,77,1968/06/IMG_0141_1L.jpg,0,51,292,823,472,150,таблица,,9.0,1.0,14.0,0.481,0.014,1.0,0.0424,0.509,0.955,15.0,0.867
1968_06,78,1968/06/IMG_0141_2R.jpg,0,59,94,816,327,150,таблица,,4.0,2.0,4.0,0.111,0.032,1.0,0.0469,0.53,1.0,15.0,0.867
1968_06,79,1968/06/IMG_0142_1L.jpg,0,55,538,825,941,150,таблица,,6.0,3.0,8.0,0.118,0.023,1.0,0.0663,0.618,1.0,24.0,0.833
1968_06,81,1968/06/IMG_0143_1L.jpg,0,108,367,773,705,150,таблица,,6.0,4.0,2.0,0.042,0.052,1.0,0.0424,0.467,0.714,20.0,0.85
1968_06,81,1968/06/IMG_0143_1L.jpg,1,50,802,831,1278,150,таблица,,12.0,5.0,2.0,0.042,0.022,1.0,0.0583,0.545,0.678,44.0,0.909
1968_06,82,1968/06/IMG_0143_2R.jpg,0,64,551,814,1095,150,таблица,,6.0,5.0,9.0,0.285,0.023,1.0,0.0467,0.531,0.901,35.0,1.0
1968_06,83,1968/06/IMG_0144_1L.jpg,0,46,201,826,748,150,таблица,,9.0,6.0,0.0,0.0,0.039,1.0,0.0903,0.708,0.768,37.0,0.946
1968_06,83,1968/06/IMG_0144_1L.jpg,1,103,1227,767,1403,150,таблица,,3.0,1.0,2.0,0.227,0.075,1.0,0.0771,0.636,1.0,8.0,1.0
1968_06,85,1968/06/IMG_0145_1L.jpg,0,39,883,831,1140,150,таблица,,13.0,4.0,1.0,0.034,0.016,1.0,0.0917,0.586,0.545,23.0,1.0
1968_07,23,1968/07/IMG_0014_2R.jpg,0,37,578,838,812,150,таблица,,4.0,1.0,6.0,0.088,0.115,1.0,0.1076,0.698,1.0,10.0,1.0
1968_07,48,1968/07/IMG_0027_1L.jpg,0,50,156,812,396,150,таблица,,2.0,2.0,4.0,0.304,0.059,1.0,0.0543,0.536,1.0,9.0,0.889
1968_07,63,1968/07/IMG_0034_2R.jpg,0,56,948,813,1217,150,таблица,,9.0,2.0,4.0,0.109,0.024,1.0,0.1028,0.635,0.787,20.0,1.0
1968_07,67,1968/07/IMG_0036_2R.jpg,0,90,281,784,811,150,нет,"не таблица: рёбер на месте 28%, букв в краске 23%, колонок 29",29.0,25.0,3.0,0.094,0.024,1.0,0.0321,0.234,0.279,35.0,0.543
1968_07,76,1968/07/IMG_0041_1L.jpg,0,62,598,807,953,150,таблица,,8.0,10.0,3.0,0.125,0.017,1.0,0.0314,0.285,0.74,46.0,0.239
1968_09,80,1968/09/IMG_0143_2R.jpg,0,442,771,815,1029,150,таблица,,2.0,1.0,1.0,0.031,0.072,1.0,0.1033,0.672,1.0,6.0,1.0
1968_09,85,1968/09/IMG_0146_1L.jpg,0,38,812,418,1100,150,таблица,,7.0,2.0,4.0,0.205,0.087,1.0,0.1033,0.609,0.778,13.0,1.0
1968_10,6,1968/10/IMG_0006_2R.jpg,0,42,889,826,1206,150,таблица,,8.0,5.0,2.0,0.03,0.047,1.0,0.0884,0.59,0.816,34.0,0.971
1968_10,9,1968/10/IMG_0008_1L.jpg,0,70,205,795,572,150,таблица,,9.0,3.0,0.0,0.0,0.057,1.0,0.1018,0.658,0.692,20.0,0.9
1968_10,14,1968/10/IMG_0010_2R.jpg,0,40,839,829,1433,150,таблица,,26.0,5.0,1.0,0.02,0.047,1.0,0.0642,0.53,0.6,41.0,0.341
1968_10,18,1968/10/IMG_0012_2R.jpg,0,50,916,819,1430,150,таблица,,5.0,2.0,3.0,0.079,0.036,1.0,0.0774,0.645,0.815,12.0,1.0
1968_10,62,1968/10/IMG_0034_2R.jpg,0,39,866,824,1257,150,таблица,,6.0,1.0,4.0,0.159,0.048,1.0,0.0926,0.716,1.0,10.0,1.0
1968_12,20,1968/12/IMG_0113_2R.jpg,0,64,156,797,376,150,таблица,,12.0,3.0,4.0,0.076,0.011,1.0,0.0652,0.528,0.6,24.0,1.0
1968_12,20,1968/12/IMG_0113_2R.jpg,1,66,568,792,901,150,таблица,,17.0,10.0,2.0,0.037,0.047,1.0,0.0731,0.567,0.682,44.0,0.977
1968_12,36,1968/12/IMG_0121_2R.jpg,0,167,879,686,1180,150,таблица,,3.0,2.0,3.0,0.191,0.046,1.0,0.0961,0.662,0.824,9.0,1.0
1968_12,70,1968/12/IMG_0138_2R.jpg,0,123,616,736,912,150,нет,"не таблица: рёбер на месте 43%, букв в краске 6%, колонок 8",8.0,17.0,6.0,0.775,0.016,1.0,0.0123,0.063,0.429,15.0,0.333
1968_12,75,1968/12/IMG_0141_1L.jpg,0,54,696,812,1281,150,таблица,,4.0,6.0,0.0,0.0,0.073,1.0,0.0893,0.677,0.897,31.0,0.903
1968_12,76,1968/12/IMG_0141_2R.jpg,0,62,324,793,690,150,таблица,,5.0,3.0,0.0,0.0,0.051,1.0,0.0953,0.655,0.868,19.0,1.0
1969_01,15,1969/01/IMG_0011_1L.jpg,0,45,180,835,500,150,таблица,,12.0,3.0,8.0,0.144,0.035,1.0,0.1216,0.669,0.575,16.0,1.0
1969_01,16,1969/01/IMG_0011_2R.jpg,0,73,121,1452,810,150,таблица,,39.0,5.0,0.0,0.0,0.025,1.0,0.0592,0.642,0.568,31.0,0.871
1969_01,17,1969/01/IMG_0012_1L.jpg,0,64,740,818,1341,150,таблица,,25.0,3.0,0.0,0.0,0.035,1.0,0.1012,0.711,0.54,17.0,0.882
1969_01,22,1969/01/IMG_0014_2R.jpg,0,41,453,834,606,150,таблица,,8.0,1.0,6.0,0.078,0.052,1.0,0.0785,0.616,1.0,18.0,1.0
1969_01,23,1969/01/IMG_0015_1L.jpg,0,70,182,813,646,150,таблица,,4.0,1.0,0.0,0.0,0.058,1.0,0.0989,0.798,1.0,6.0,0.833
